sku,ean,brand,product_name,description,category,size,color,price,list_price,availability,image_url,deeplink_url
S0-00140,,NUDIE,NUDIE Straight Fit,"Nudie Jeans Straight Fit. super enge Passform, hohe Bundhöhe. leicht ausgestellt, Light Wash. Material: 98% Baumwolle, 2% Elasthan. Verschluss: Reißverschluss. Stretchanteil für hohen Tragekomfort.",Herrenjeans,W 30 L 36,hellblau,98.99,98.99,in stock,https://picsum.photos/seed/0-140/400/500,https://awin-tracking.example.com/click?sku=S0-00140
S0-00141,4653234736946,WRANGLER,WRANGLER 511 Slim,"Wrangler 511 Slim. gerades Bein, Mid Waist. leicht ausgestellt, dunkel gewaschen. Material: 99% Cotton, 1% Elastane. Verschluss: Knopfleiste. Stretchanteil für hohen Tragekomfort.",Herrenjeans,34x36,dunkelblau,56.82,56.82,in stock,https://picsum.photos/seed/0-141/400/500,https://awin-tracking.example.com/click?sku=S0-00141
S0-00142,4542318677697,Replay,Replay Straight Fit,"Replay Straight Fit. Relaxed Fit, High Waist. Schlaghose, schwarz. Material: 100% Baumwolle. Verschluss: Knopfleiste. Bio-Baumwolle. Stretchanteil für hohen Tragekomfort.",Herrenjeans,38/32,grau,102.27,102.27,in stock,https://picsum.photos/seed/0-142/400/500,https://awin-tracking.example.com/click?sku=S0-00142
S0-00143,4117930617759,Replay,Replay Athletic Tapered,"Replay Athletic Tapered. entspannte Passform, Low Waist. verjüngtes Bein, stone washed. Material: 98% Baumwolle, 2% Elasthan. Verschluss: Reißverschluss.",Herrenjeans,W 29 L 34,grau,58.06,80.30,out of stock,https://picsum.photos/seed/0-143/400/500,https://awin-tracking.example.com/click?sku=S0-00143
S0-00144,4327002164659,LEE Jeans,LEE Jeans Bootcut Classic,"Lee Bootcut Classic. ausgestelltes Bein, high rise. Flared, ungewaschen. Material: 100% Baumwolle. Verschluss: Knopfleiste. Bio-Baumwolle. Stretchanteil für hohen Tragekomfort.",Herrenjeans,W 33 L 36,grau,97.94,110.45,in stock,https://picsum.photos/seed/0-144/400/500,https://awin-tracking.example.com/click?sku=S0-00144
S0-00145,4432872000659,Hugo Boss,Hugo Boss Skinny Fit,"BOSS Skinny Fit. Skinny Fit, Mid Waist. Straight Leg, Used Look. Material: 98% Baumwolle, 2% Elasthan. Verschluss: Knopfleiste.",Herrenjeans,33x34,grau,86.81,134.25,in stock,https://picsum.photos/seed/0-145/400/500,https://awin-tracking.example.com/click?sku=S0-00145
S0-00146,4152468346350,TOMMY HILFIGER,TOMMY HILFIGER Baggy Wide Leg,"Tommy Hilfiger Baggy Wide Leg. super enge Passform, Mid Waist. gerades Bein, Dark Wash. Material: 100% Baumwolle. Verschluss: Reißverschluss. Bio-Baumwolle.",Herrenjeans,W 31 L 36,khaki,43.95,51.23,preorder,https://picsum.photos/seed/0-146/400/500,https://awin-tracking.example.com/click?sku=S0-00146
S0-00147,4957435794036,Jack&Jones,Jack&Jones Athletic Tapered,"Jack & Jones Athletic Tapered. gerades Bein, Low Waist. gerades Bein, Mid Wash. Material: 100% Cotton. Verschluss: Knopfleiste. GOTS zertifiziert. Stretchanteil für hohen Tragekomfort.",Herrenjeans,34x30,hellblau,93.79,137.86,in stock,https://picsum.photos/seed/0-147/400/500,https://awin-tracking.example.com/click?sku=S0-00147
S0-00148,4364010000787,LEE Jeans,LEE Jeans Bootcut Classic,"Lee Bootcut Classic. Loose Fit, Mid Waist. Straight Leg, schwarz. Material: 98% Baumwolle, 2% Elasthan. Verschluss: Knopfleiste. Stretchanteil für hohen Tragekomfort.",Herrenjeans,W33/L32,mittelblau,106.37,132.17,in stock,https://picsum.photos/seed/0-148/400/500,https://awin-tracking.example.com/click?sku=S0-00148
S0-00149,4758442218719,G STAR,G STAR 501 Original,"G-Star 501 Original. Wide Leg, tief sitzend. Straight Leg, destroyed look. Material: 99% Cotton, 1% Elastane. Verschluss: Reißverschluss. Stretchanteil für hohen Tragekomfort.",Herrenjeans,38x32,grau,101.19,101.19,in stock,https://picsum.photos/seed/0-149/400/500,https://awin-tracking.example.com/click?sku=S0-00149
S0-00150,4572119138752,REPLAY,REPLAY 511 Slim,"Replay 511 Slim. super enge Passform, hohe Bundhöhe. Bootcut, dunkel gewaschen. Material: 98% Baumwolle, 2% Elasthan. Verschluss: Knopfleiste.",Herrenjeans,29/30,grau,96.97,96.97,out of stock,https://picsum.photos/seed/0-150/400/500,https://awin-tracking.example.com/click?sku=S0-00150
S0-00151,4118747126613,BOSS,BOSS 511 Slim,"BOSS 511 Slim. slim cut, High Waist. Flared, Raw Denim. Material: 100% Baumwolle. Verschluss: Knopfleiste. Bio-Baumwolle. Stretchanteil für hohen Tragekomfort.",Herrenjeans,W 33 L 30,grau,26.05,47.22,out of stock,https://picsum.photos/seed/0-151/400/500,https://awin-tracking.example.com/click?sku=S0-00151
S0-00152,4435647700243,Diesel,Diesel Loose Tapered,"Diesel Loose Tapered. skinny cut, high rise. Straight Leg, used waschung. Material: 98% Baumwolle, 2% Elasthan. Verschluss: Reißverschluss.",Herrenjeans,36x32,grau,143.07,143.07,in stock,https://picsum.photos/seed/0-152/400/500,https://awin-tracking.example.com/click?sku=S0-00152
S0-00153,,Nudie Jeans,Nudie Jeans Regular Straight,"Nudie Jeans Regular Straight. skinny cut, Low Waist. Schlaghose, stone washed. Material: 99% Cotton, 1% Elastane. Verschluss: Knopfleiste. Stretchanteil für hohen Tragekomfort.",Herrenjeans,28/32,dunkelblau,73.86,85.50,in stock,https://picsum.photos/seed/0-153/400/500,https://awin-tracking.example.com/click?sku=S0-00153
S0-00154,4382742712378,DIESEL,DIESEL Baggy Wide Leg,"Diesel Baggy Wide Leg. schmale Passform, Low Waist. Schlaghose, Light Wash. Material: 99% Cotton, 1% Elastane. Verschluss: Reißverschluss.",Herrenjeans,W 32 L 36,schwarz,137.70,137.70,in stock,https://picsum.photos/seed/0-154/400/500,https://awin-tracking.example.com/click?sku=S0-00154
S0-00155,4427395738401,NUDIE,NUDIE Regular Straight,"Nudie Jeans Regular Straight. skinny cut, High Waist. Schlaghose, hell gewaschen. Material: 100% Cotton. Verschluss: Knopfleiste. GOTS zertifiziert. Stretchanteil für hohen Tragekomfort.",Herrenjeans,W 29 L 32,mittelblau,59.06,59.06,in stock,https://picsum.photos/seed/0-155/400/500,https://awin-tracking.example.com/click?sku=S0-00155
S0-00156,,JACK JONES,JACK JONES Regular Straight,"Jack & Jones Regular Straight. weites Bein, High Waist. gerades Bein, Light Wash. Material: 100% Baumwolle. Verschluss: Knopfleiste. Bio-Baumwolle. Stretchanteil für hohen Tragekomfort.",Herrenjeans,38/32,hellblau,120.12,120.12,out of stock,https://picsum.photos/seed/0-156/400/500,https://awin-tracking.example.com/click?sku=S0-00156
S0-00157,4618830358261,Tommy Hilfiger,Tommy Hilfiger 511 Slim,"Tommy Hilfiger 511 Slim. Regular Fit, tief sitzend. Flared, schwarz. Material: 100% Cotton. Verschluss: Reißverschluss. GOTS zertifiziert. Stretchanteil für hohen Tragekomfort.",Herrenjeans,34x36,schwarz,105.75,120.46,out of stock,https://picsum.photos/seed/0-157/400/500,https://awin-tracking.example.com/click?sku=S0-00157
S0-00158,4904275755435,LEE Jeans,LEE Jeans Baggy Wide Leg,"Lee Baggy Wide Leg. weites Bein, Low Waist. leicht ausgestellt, Light Wash. Material: 80% Baumwolle, 18% Polyester, 2% Elasthan. Verschluss: Knopfleiste.",Herrenjeans,30x36,dunkelblau,98.47,129.96,in stock,https://picsum.photos/seed/0-158/400/500,https://awin-tracking.example.com/click?sku=S0-00158
S0-00159,4481409926304,Jack & Jones,Jack & Jones Bootcut Classic,"Jack & Jones Bootcut Classic. Regular Fit, Low Waist. Schlaghose, used waschung. Material: 99% Cotton, 1% Elastane. Verschluss: Knopfleiste. Stretchanteil für hohen Tragekomfort.",Herrenjeans,W31/L34,hellblau,113.58,113.58,in stock,https://picsum.photos/seed/0-159/400/500,https://awin-tracking.example.com/click?sku=S0-00159
S0-00160,4186997587025,REPLAY,REPLAY Baggy Wide Leg,"Replay Baggy Wide Leg. skinny cut, tief sitzend. verjüngtes Bein, stone washed. Material: 100% Cotton. Verschluss: Reißverschluss. GOTS zertifiziert.",Herrenjeans,W31/L32,indigo,133.30,133.30,in stock,https://picsum.photos/seed/0-160/400/500,https://awin-tracking.example.com/click?sku=S0-00160
S0-00161,,Wrangler,Wrangler Loose Tapered,"Wrangler Loose Tapered. Loose Fit, Low Waist. Schlaghose, Used Look. Material: 100% Cotton. Verschluss: Knopfleiste. GOTS zertifiziert.",Herrenjeans,29x32,mittelblau,44.16,49.61,in stock,https://picsum.photos/seed/0-161/400/500,https://awin-tracking.example.com/click?sku=S0-00161
S0-00162,4696109041872,Tommy Hilfiger,Tommy Hilfiger Skinny Fit,"Tommy Hilfiger Skinny Fit. klassische Passform, high rise. leicht ausgestellt, used waschung. Material: 80% Baumwolle, 18% Polyester, 2% Elasthan. Verschluss: Reißverschluss. Stretchanteil für hohen Tragekomfort.",Herrenjeans,34/36,grau,105.24,134.50,out of stock,https://picsum.photos/seed/0-162/400/500,https://awin-tracking.example.com/click?sku=S0-00162
S0-00163,4587532962937,Calvin Klein Jeans,Calvin Klein Jeans Loose Tapered,"Calvin Klein Loose Tapered. Straight Fit, hohe Bundhöhe. Flared, hell gewaschen. Material: 100% Baumwolle. Verschluss: Knopfleiste. Bio-Baumwolle. Stretchanteil für hohen Tragekomfort.",Herrenjeans,W33/L30,khaki,93.59,115.01,preorder,https://picsum.photos/seed/0-163/400/500,https://awin-tracking.example.com/click?sku=S0-00163
S0-00164,4054813463654,Lee,Lee Straight Fit,"Lee Straight Fit. Straight Fit, high rise. Schlaghose, Light Wash. Material: 100% Cotton. Verschluss: Reißverschluss. GOTS zertifiziert. Stretchanteil für hohen Tragekomfort.",Herrenjeans,32/34,khaki,113.38,132.65,in stock,https://picsum.photos/seed/0-164/400/500,https://awin-tracking.example.com/click?sku=S0-00164
S0-00165,4145639795025,NUDIE,NUDIE Relaxed Straight,"Nudie Jeans Relaxed Straight. Relaxed Fit, hohe Bundhöhe. Tapered Leg, hell gewaschen. Material: 80% Baumwolle, 18% Polyester, 2% Elasthan. Verschluss: Reißverschluss. Stretchanteil für hohen Tragekomfort.",Herrenjeans,30x36,schwarz,27.70,40.01,in stock,https://picsum.photos/seed/0-165/400/500,https://awin-tracking.example.com/click?sku=S0-00165
S0-00166,4469157075393,Replay,Replay Baggy Wide Leg,"Replay Baggy Wide Leg. slim cut, Mid Waist. Flared, Mid Wash. Material: 100% Cotton. Verschluss: Knopfleiste. GOTS zertifiziert. Stretchanteil für hohen Tragekomfort.",Herrenjeans,30x30,hellblau,142.39,142.39,in stock,https://picsum.photos/seed/0-166/400/500,https://awin-tracking.example.com/click?sku=S0-00166
S0-00167,4762023035909,BOSS,BOSS Bootcut Classic,"BOSS Bootcut Classic. entspannte Passform, High Waist. Straight Leg, hell gewaschen. Material: 99% Cotton, 1% Elastane. Verschluss: Knopfleiste. Stretchanteil für hohen Tragekomfort.",Herrenjeans,W31/L36,khaki,35.76,41.22,in stock,https://picsum.photos/seed/0-167/400/500,https://awin-tracking.example.com/click?sku=S0-00167
S0-00168,4961012495131,Lee,Lee Baggy Wide Leg,"Lee Baggy Wide Leg. straight leg, high rise. Tapered Leg, Stonewashed. Material: 100% Cotton. Verschluss: Knopfleiste. GOTS zertifiziert.",Herrenjeans,W 29 L 30,dunkelblau,56.23,100.12,in stock,https://picsum.photos/seed/0-168/400/500,https://awin-tracking.example.com/click?sku=S0-00168
S0-00169,4488280083708,Wrangler,Wrangler Baggy Wide Leg,"Wrangler Baggy Wide Leg. Relaxed Fit, Low Waist. Tapered Leg, Dark Wash. Material: 80% Baumwolle, 18% Polyester, 2% Elasthan. Verschluss: Knopfleiste.",Herrenjeans,W 30 L 36,grau,42.49,74.80,in stock,https://picsum.photos/seed/0-169/400/500,https://awin-tracking.example.com/click?sku=S0-00169
S0-00170,4606656257986,WRANGLER,WRANGLER Bootcut Classic,"Wrangler Bootcut Classic. ausgestelltes Bein, Low Waist. gerades Bein, Mid Wash. Material: 100% Cotton. Verschluss: Knopfleiste. GOTS zertifiziert.",Herrenjeans,W 33 L 36,indigo,62.80,62.80,in stock,https://picsum.photos/seed/0-170/400/500,https://awin-tracking.example.com/click?sku=S0-00170
S0-00171,4266093287969,Tommy Hilfiger Denim,Tommy Hilfiger Denim Slim Tapered,"Tommy Hilfiger Slim Tapered. Baggy, Low Waist. Straight Leg, schwarz. Material: 100% Cotton. Verschluss: Reißverschluss. GOTS zertifiziert.",Herrenjeans,W 31 L 36,dunkelblau,145.76,145.76,in stock,https://picsum.photos/seed/0-171/400/500,https://awin-tracking.example.com/click?sku=S0-00171
S0-00172,4462002675857,PEPE JEANS LONDON,PEPE JEANS LONDON Slim Tapered,"Pepe Jeans Slim Tapered. ausgestelltes Bein, Low Waist. gerades Bein, Dark Wash. Material: 100% Baumwolle. Verschluss: Reißverschluss. Bio-Baumwolle. Stretchanteil für hohen Tragekomfort.",Herrenjeans,W 38 L 30,dunkelblau,91.75,91.75,in stock,https://picsum.photos/seed/0-172/400/500,https://awin-tracking.example.com/click?sku=S0-00172
S0-00173,4688425223074,Levi Strauss & Co.,Levi Strauss & Co. Wide Leg High Rise,"Levi's Wide Leg High Rise. klassische Passform, hohe Bundhöhe. gerades Bein, Raw Denim. Material: 100% Baumwolle. Verschluss: Knopfleiste. Bio-Baumwolle.",Herrenjeans,28/34,indigo,43.02,46.42,in stock,https://picsum.photos/seed/0-173/400/500,https://awin-tracking.example.com/click?sku=S0-00173
S0-00174,4888947907082,Diesel,Diesel 511 Slim,"Diesel 511 Slim. skinny cut, normale Bundhöhe. verjüngtes Bein, Dark Wash. Material: 99% Cotton, 1% Elastane. Verschluss: Reißverschluss. Stretchanteil für hohen Tragekomfort.",Herrenjeans,W30/L34,grau,90.67,90.67,in stock,https://picsum.photos/seed/0-174/400/500,https://awin-tracking.example.com/click?sku=S0-00174
S0-00175,4339538762514,Diesel,Diesel Slim Tapered,"Diesel Slim Tapered. Straight Fit, High Waist. Flared, Dark Wash. Material: 100% Cotton. Verschluss: Reißverschluss. GOTS zertifiziert. Stretchanteil für hohen Tragekomfort.",Herrenjeans,31/30,schwarz,29.82,54.02,out of stock,https://picsum.photos/seed/0-175/400/500,https://awin-tracking.example.com/click?sku=S0-00175
S0-00176,4804313219037,Diesel,Diesel 511 Slim,"Diesel 511 Slim. Slim Fit, hohe Bundhöhe. Schlaghose, stone washed. Material: 100% Cotton. Verschluss: Reißverschluss. GOTS zertifiziert.",Herrenjeans,38/34,schwarz,100.82,100.82,in stock,https://picsum.photos/seed/0-176/400/500,https://awin-tracking.example.com/click?sku=S0-00176
S0-00177,4182823383819,PEPE JEANS LONDON,PEPE JEANS LONDON Bootcut Classic,"Pepe Jeans Bootcut Classic. Skinny Fit, hohe Bundhöhe. Tapered Leg, Raw Denim. Material: 100% Cotton. Verschluss: Reißverschluss. GOTS zertifiziert. Stretchanteil für hohen Tragekomfort.",Herrenjeans,29x36,indigo,123.58,123.58,in stock,https://picsum.photos/seed/0-177/400/500,https://awin-tracking.example.com/click?sku=S0-00177
S0-00178,4167161100172,Wrangler,Wrangler Loose Tapered,"Wrangler Loose Tapered. Regular Fit, tief sitzend. Flared, mittlere Waschung. Material: 100% Cotton. Verschluss: Knopfleiste. GOTS zertifiziert. Stretchanteil für hohen Tragekomfort.",Herrenjeans,W28/L30,mittelblau,79.96,79.96,in stock,https://picsum.photos/seed/0-178/400/500,https://awin-tracking.example.com/click?sku=S0-00178
S0-00179,4059708382002,Tommy Hilfiger,Tommy Hilfiger Relaxed Straight,"Tommy Hilfiger Relaxed Straight. Regular Fit, Low Waist. Schlaghose, Light Wash. Material: 100% Baumwolle. Verschluss: Knopfleiste. Bio-Baumwolle.",Herrenjeans,W33/L34,khaki,133.54,133.54,preorder,https://picsum.photos/seed/0-179/400/500,https://awin-tracking.example.com/click?sku=S0-00179
S0-00180,4861414990703,WRANGLER,WRANGLER Loose Tapered,"Wrangler Loose Tapered. straight leg, Mid Waist. Schlaghose, destroyed look. Material: 98% Baumwolle, 2% Elasthan. Verschluss: Reißverschluss.",Herrenjeans,W 32 L 34,grau,27.21,54.05,in stock,https://picsum.photos/seed/0-180/400/500,https://awin-tracking.example.com/click?sku=S0-00180
S0-00181,4921854350736,Levi Strauss & Co.,Levi Strauss & Co. Skinny Fit,"Levi's Skinny Fit. Baggy Fit, tief sitzend. Flared, schwarz. Material: 100% Cotton. Verschluss: Reißverschluss. GOTS zertifiziert.",Herrenjeans,31/32,mittelblau,20.91,40.94,in stock,https://picsum.photos/seed/0-181/400/500,https://awin-tracking.example.com/click?sku=S0-00181
S0-00182,4782295537316,G-Star RAW,G-Star RAW Bootcut Classic,"G-Star Bootcut Classic. Wide Leg, Low Waist. Straight Leg, schwarz. Material: 98% Baumwolle, 2% Elasthan. Verschluss: Knopfleiste.",Herrenjeans,32/30,schwarz,87.28,126.70,out of stock,https://picsum.photos/seed/0-182/400/500,https://awin-tracking.example.com/click?sku=S0-00182
S0-00183,4648861456166,Nudie Jeans,Nudie Jeans Bootcut Classic,"Nudie Jeans Bootcut Classic. super enge Passform, high rise. Bootcut, Raw Denim. Material: 100% Baumwolle. Verschluss: Reißverschluss. Bio-Baumwolle. Stretchanteil für hohen Tragekomfort.",Herrenjeans,W36/L30,khaki,122.70,122.70,in stock,https://picsum.photos/seed/0-183/400/500,https://awin-tracking.example.com/click?sku=S0-00183
S0-00184,4855283087827,Jack&Jones,Jack&Jones Slim Tapered,"Jack & Jones Slim Tapered. Straight Fit, Low Waist. Tapered Leg, Mid Wash. Material: 100% Baumwolle. Verschluss: Knopfleiste. Bio-Baumwolle. Stretchanteil für hohen Tragekomfort.",Herrenjeans,W 33 L 36,schwarz,55.67,92.01,in stock,https://picsum.photos/seed/0-184/400/500,https://awin-tracking.example.com/click?sku=S0-00184
S0-00185,4172187046599,REPLAY,REPLAY Loose Tapered,"Replay Loose Tapered. extra weit geschnitten, Low Waist. Straight Leg, ungewaschen. Material: 80% Baumwolle, 18% Polyester, 2% Elasthan. Verschluss: Knopfleiste. Stretchanteil für hohen Tragekomfort.",Herrenjeans,W 34 L 30,mittelblau,52.36,73.91,in stock,https://picsum.photos/seed/0-185/400/500,https://awin-tracking.example.com/click?sku=S0-00185
S0-00186,4030811527327,G-Star RAW,G-Star RAW Straight Fit,"G-Star Straight Fit. lockere Passform, Mid Waist. Straight Leg, stone washed. Material: 98% Baumwolle, 2% Elasthan. Verschluss: Reißverschluss. Stretchanteil für hohen Tragekomfort.",Herrenjeans,31x34,khaki,124.02,124.02,in stock,https://picsum.photos/seed/0-186/400/500,https://awin-tracking.example.com/click?sku=S0-00186
S0-00187,,G-Star RAW,G-Star RAW Skinny Fit,"G-Star Skinny Fit. entspannte Passform, Mid Waist. leicht ausgestellt, Light Wash. Material: 100% Baumwolle. Verschluss: Reißverschluss. Bio-Baumwolle. Stretchanteil für hohen Tragekomfort.",Herrenjeans,W30/L30,dunkelblau,47.10,50.00,in stock,https://picsum.photos/seed/0-187/400/500,https://awin-tracking.example.com/click?sku=S0-00187
S0-00188,4053519565676,Nudie Jeans,Nudie Jeans Wide Leg High Rise,"Nudie Jeans Wide Leg High Rise. slim cut, tief sitzend. gerades Bein, schwarz. Material: 98% Baumwolle, 2% Elasthan. Verschluss: Reißverschluss. Stretchanteil für hohen Tragekomfort.",Herrenjeans,31/36,mittelblau,47.99,54.96,in stock,https://picsum.photos/seed/0-188/400/500,https://awin-tracking.example.com/click?sku=S0-00188
S0-00189,4034998105415,Wrangler,Wrangler Loose Tapered,"Wrangler Loose Tapered. weites Bein, normale Bundhöhe. gerades Bein, destroyed look. Material: 80% Baumwolle, 18% Polyester, 2% Elasthan. Verschluss: Reißverschluss.",Herrenjeans,W 34 L 32,grau,46.82,75.07,out of stock,https://picsum.photos/seed/0-189/400/500,https://awin-tracking.example.com/click?sku=S0-00189
S0-00190,,Nudie Jeans,Nudie Jeans Straight Fit,"Nudie Jeans Straight Fit. skinny cut, high rise. Bootcut, hell gewaschen. Material: 98% Baumwolle, 2% Elasthan. Verschluss: Reißverschluss.",Herrenjeans,W 28 L 30,schwarz,102.65,102.65,out of stock,https://picsum.photos/seed/0-190/400/500,https://awin-tracking.example.com/click?sku=S0-00190
S0-00191,,WRANGLER,WRANGLER 511 Slim,"Wrangler 511 Slim. straight leg, Mid Waist. Bootcut, dunkel gewaschen. Material: 99% Cotton, 1% Elastane. Verschluss: Knopfleiste. Stretchanteil für hohen Tragekomfort.",Herrenjeans,W 36 L 36,grau,89.45,132.57,in stock,https://picsum.photos/seed/0-191/400/500,https://awin-tracking.example.com/click?sku=S0-00191
S0-00192,4585260277007,Replay,Replay Straight Fit,"Replay Straight Fit. Relaxed Fit, high rise. Schlaghose, schwarz. Material: 100% Baumwolle. Verschluss: Knopfleiste. Bio-Baumwolle.",Herrenjeans,38/34,khaki,66.05,66.05,out of stock,https://picsum.photos/seed/0-192/400/500,https://awin-tracking.example.com/click?sku=S0-00192
S0-00193,4032605512667,REPLAY,REPLAY Athletic Tapered,"Replay Athletic Tapered. Relaxed Fit, Low Waist. verjüngtes Bein, stone washed. Material: 98% Baumwolle, 2% Elasthan. Verschluss: Reißverschluss. Stretchanteil für hohen Tragekomfort.",Herrenjeans,30/32,dunkelblau,136.97,136.97,in stock,https://picsum.photos/seed/0-193/400/500,https://awin-tracking.example.com/click?sku=S0-00193
S0-00194,4360780188453,Lee,Lee Bootcut Classic,"Lee Bootcut Classic. Wide Leg, hohe Bundhöhe. Flared, ungewaschen. Material: 100% Baumwolle. Verschluss: Knopfleiste. Bio-Baumwolle. Stretchanteil für hohen Tragekomfort.",Herrenjeans,29/30,hellblau,138.47,138.47,in stock,https://picsum.photos/seed/0-194/400/500,https://awin-tracking.example.com/click?sku=S0-00194
S0-00195,4645944164400,BOSS,BOSS Skinny Fit,"BOSS Skinny Fit. super enge Passform, normale Bundhöhe. gerades Bein, Used Look. Material: 98% Baumwolle, 2% Elasthan. Verschluss: Knopfleiste.",Herrenjeans,W 30 L 30,mittelblau,51.78,51.78,out of stock,https://picsum.photos/seed/0-195/400/500,https://awin-tracking.example.com/click?sku=S0-00195
S0-00196,4865924286520,Tommy Hilfiger Denim,Tommy Hilfiger Denim Baggy Wide Leg,"Tommy Hilfiger Baggy Wide Leg. Skinny Fit, Mid Waist. gerades Bein, dunkel gewaschen. Material: 100% Baumwolle. Verschluss: Reißverschluss. Bio-Baumwolle.",Herrenjeans,W 34 L 36,schwarz,51.52,68.44,in stock,https://picsum.photos/seed/0-196/400/500,https://awin-tracking.example.com/click?sku=S0-00196
S0-00197,4626915691379,Jack & Jones,Jack & Jones Athletic Tapered,"Jack & Jones Athletic Tapered. Straight Fit, tief sitzend. Straight Leg, Mid Wash. Material: 100% Cotton. Verschluss: Knopfleiste. GOTS zertifiziert.",Herrenjeans,W30/L32,hellblau,133.75,133.75,in stock,https://picsum.photos/seed/0-197/400/500,https://awin-tracking.example.com/click?sku=S0-00197
S0-00198,4902324207457,LEE Jeans,LEE Jeans Bootcut Classic,"Lee Bootcut Classic. lockere Passform, Mid Waist. gerades Bein, Black Denim. Material: 98% Baumwolle, 2% Elasthan. Verschluss: Knopfleiste. Stretchanteil für hohen Tragekomfort.",Herrenjeans,33/30,dunkelblau,55.66,96.72,in stock,https://picsum.photos/seed/0-198/400/500,https://awin-tracking.example.com/click?sku=S0-00198
S0-00199,4971377027062,G-Star RAW,G-Star RAW 501 Original,"G-Star 501 Original. weites Hosenbein, tief sitzend. gerades Bein, mit Rissen. Material: 99% Cotton, 1% Elastane. Verschluss: Reißverschluss. Stretchanteil für hohen Tragekomfort.",Herrenjeans,W33/L34,khaki,40.10,40.10,in stock,https://picsum.photos/seed/0-199/400/500,https://awin-tracking.example.com/click?sku=S0-00199
S0-00200,4022741459331,REPLAY,REPLAY 511 Slim,"Replay 511 Slim. super enge Passform, High Waist. Bootcut, dunkel gewaschen. Material: 98% Baumwolle, 2% Elasthan. Verschluss: Knopfleiste. Stretchanteil für hohen Tragekomfort.",Herrenjeans,36/32,grau,113.83,113.83,out of stock,https://picsum.photos/seed/0-200/400/500,https://awin-tracking.example.com/click?sku=S0-00200
S0-00201,4472579517352,BOSS,BOSS 511 Slim,"BOSS 511 Slim. slim cut, hohe Bundhöhe. Flared, Raw Denim. Material: 100% Baumwolle. Verschluss: Knopfleiste. Bio-Baumwolle. Stretchanteil für hohen Tragekomfort.",Herrenjeans,W30/L30,hellblau,73.93,95.26,in stock,https://picsum.photos/seed/0-201/400/500,https://awin-tracking.example.com/click?sku=S0-00201
S0-00202,4429709912209,DIESEL,DIESEL Loose Tapered,"Diesel Loose Tapered. Skinny Fit, High Waist. gerades Bein, Used Look. Material: 98% Baumwolle, 2% Elasthan. Verschluss: Reißverschluss. Stretchanteil für hohen Tragekomfort.",Herrenjeans,W 31 L 36,schwarz,148.13,148.13,in stock,https://picsum.photos/seed/0-202/400/500,https://awin-tracking.example.com/click?sku=S0-00202
S0-00203,4090095776771,NUDIE,NUDIE Regular Straight,"Nudie Jeans Regular Straight. Skinny Fit, tief sitzend. Schlaghose, stone washed. Material: 99% Cotton, 1% Elastane. Verschluss: Knopfleiste. Stretchanteil für hohen Tragekomfort.",Herrenjeans,W36/L32,mittelblau,44.11,44.11,in stock,https://picsum.photos/seed/0-203/400/500,https://awin-tracking.example.com/click?sku=S0-00203
S0-00204,4490427639369,Diesel,Diesel Baggy Wide Leg,"Diesel Baggy Wide Leg. schmale Passform, tief sitzend. Schlaghose, hell gewaschen. Material: 99% Cotton, 1% Elastane. Verschluss: Reißverschluss. Stretchanteil für hohen Tragekomfort.",Herrenjeans,32x30,schwarz,70.19,70.19,in stock,https://picsum.photos/seed/0-204/400/500,https://awin-tracking.example.com/click?sku=S0-00204
S0-00205,4647494051971,Nudie Jeans,Nudie Jeans Regular Straight,"Nudie Jeans Regular Straight. skinny cut, High Waist. Schlaghose, hell gewaschen. Material: 100% Cotton. Verschluss: Knopfleiste. GOTS zertifiziert.",Herrenjeans,W28/L32,mittelblau,46.58,53.94,preorder,https://picsum.photos/seed/0-205/400/500,https://awin-tracking.example.com/click?sku=S0-00205
S0-00206,4037427657989,Jack&Jones,Jack&Jones Regular Straight,"Jack & Jones Regular Straight. weites Bein, high rise. Straight Leg, Light Wash. Material: 100% Baumwolle. Verschluss: Knopfleiste. Bio-Baumwolle.",Herrenjeans,36x32,grau,88.86,88.86,out of stock,https://picsum.photos/seed/0-206/400/500,https://awin-tracking.example.com/click?sku=S0-00206
S0-00207,4751568939491,Tommy Hilfiger Denim,Tommy Hilfiger Denim 511 Slim,"Tommy Hilfiger 511 Slim. Regular Fit, Low Waist. Schlaghose, schwarz. Material: 100% Cotton. Verschluss: Reißverschluss. GOTS zertifiziert.",Herrenjeans,30/32,khaki,71.47,71.47,in stock,https://picsum.photos/seed/0-207/400/500,https://awin-tracking.example.com/click?sku=S0-00207
S0-00208,4572416923870,LEE Jeans,LEE Jeans Baggy Wide Leg,"Lee Baggy Wide Leg. Loose Fit, tief sitzend. Bootcut, hell gewaschen. Material: 80% Baumwolle, 18% Polyester, 2% Elasthan. Verschluss: Knopfleiste. Stretchanteil für hohen Tragekomfort.",Herrenjeans,29x30,indigo,131.05,131.05,in stock,https://picsum.photos/seed/0-208/400/500,https://awin-tracking.example.com/click?sku=S0-00208
